idx,SMILES,target_id1,target_id2,geos
1413,CCc1ccccc1C(=O)Nc1c[nH]nc1C(=O)N[C@H]1CC[C@@H](OC)CC1,P53779_WT,P49841_WT,"['-1.29', '2.59', '-2.72', '-0.79', '-2.83', '-1.88', '2.37', '-1.53']"
1414,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)c2ccccc2Nc2ccccc2)CC1,P53779_WT,P49841_WT,"['-0.70', '1.81', '-0.20', '0.09', '0.03', '0.05', '-0.59', '0.64', '0.14']"
1415,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCCCCC1,P53779_WT,P49841_WT,"['-0.48', '-1.18', '-0.39', '-2.74', '-0.45', '3.09', '-1.20', '-1.28']"
1416,CN(C)CCNC(=O)c1ccc(C=NNc2ncnc3c2cnn3-c2ccccc2)cc1,P53779_WT,P49841_WT,"['-0.23', '2.03', '-3.14', '-0.65', '-0.05', '-0.65', '-3.14', '3.14', '-3.14', '-0.14']"
1417,CC[S@](=O)c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,P53779_WT,P49841_WT,"['-1.21', '-1.34', '-2.33', '-0.03']"
1418,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3nc(-c4ccc(F)cc4Cl)[nH]c23)cc1,P53779_WT,P49841_WT,"['1.88', '1.59', '-1.70', '1.07', '1.53', '0.03', '-0.21', '-0.26']"
1419,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,P53779_WT,P49841_WT,"['0.79', '-2.09', '2.67', '0.51']"
1420,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1,P53779_WT,P49841_WT,"['0.10', '-3.14', '-2.63', '2.52', '1.00', '-0.92', '-0.26', '-3.14', '1.54', '-1.48', '-1.33', '-3.14', '-3.14', '-3.14', '1.89', '0.16']"
1421,C[C@H]1CN(C(=O)c2ccccc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,P53779_WT,P49841_WT,"['-2.79', '1.75', '-0.84', '0.13']"
1422,N#Cc1ccc(NCCNc2nc(-c3ccc(Cl)cc3Cl)cn3nc(C(=O)O)cc23)nc1,P53779_WT,P49841_WT,"['3.14', '-0.39', '3.14', '1.43', '-1.32', '-0.16', '1.17', '-3.11']"
1423,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4cccc(O)c4)ccc23)CC1,P53779_WT,P49841_WT,"['2.03', '-0.82', '-2.33', '1.78', '0.22', '-3.09', '-3.14', '0.80']"
1424,O=C1NC(=O)C(c2cn(CCO)c3ccc(Br)cc23)=C1c1coc2ccccc12,P53779_WT,P49841_WT,"['0.87', '-1.53', '-1.37', '-2.33']"
1426,COc1ccc2c(c1)-c1[nH]c3ccc([N+](=O)[O-])cc3c1CC(=O)N2,P53779_WT,P49841_WT,"['-0.64', '-2.46']"
1427,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,P53779_WT,P49841_WT,"['1.67', '-0.37']"
1428,C[C@@H]1CN(C)CCN1c1nc(-c2ccncn2)cc(=O)n1C,P53779_WT,P49841_WT,"['-1.02', '0.05']"
1429,Cn1cc(C2=C(c3cccs3)C(=O)NC2=O)c2ccccc21,P53779_WT,P49841_WT,"['0.92', '0.94']"
1431,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccnc3)cc12,P53779_WT,P49841_WT,"['0.12', '-3.06', '-1.70', '-3.10', '-0.91']"
1432,O=C(NC1CCOCC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,P53779_WT,P49841_WT,"['1.51', '-2.74', '-0.93', '2.30']"
1434,COc1cc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,P53779_WT,P49841_WT,"['-0.09', '-2.83', '-2.54', '-1.06', '2.20', '-3.14']"
1435,Cn1c(N2CCO[C@H](c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,P53779_WT,P49841_WT,"['0.74', '-2.72', '-2.51']"
1436,CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3ccccc3)cc12,P53779_WT,P49841_WT,"['1.31', '0.65', '1.27', '0.98', '2.60', '-2.22', '-2.85']"
1437,Nc1c(F)c(NCCNc2ccccn2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CCCC1,P53779_WT,P49841_WT,"['1.88', '-2.98', '0.29', '2.85', '-0.02', '2.70', '2.71']"
1438,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(F)cc3)cc12,P53779_WT,P49841_WT,"['-1.65', '-0.04', '-3.04', '3.14', '-1.22']"
1439,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,P53779_WT,P49841_WT,"['-0.01', '0.11', '0.31', '-3.05', '0.08', '-0.12', '-1.10', '-2.89', '3.14', '3.09', '3.13', '0.35', '-3.10', '3.14']"
1440,COc1ccc(OC)c(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1,P53779_WT,P49841_WT,"['-3.14', '0.87', '-2.09', '0.86']"
1441,N#Cc1cc(F)ccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,P53779_WT,P49841_WT,"['-3.14', '-1.76', '-1.44', '-0.98', '-1.11', '3.00']"
1442,O=Nc1c([C@@H]2C(=O)Nc3ccccc32)[nH]c2ccccc12,P53779_WT,P49841_WT,"['-0.53', '-2.45']"
1443,O=C(C=Cc1cnc2[nH]cc(-c3ccc(F)cc3)c2c1)NCc1ccncc1,P53779_WT,P49841_WT,"['0.20', '-0.01', '-3.03', '2.35', '0.97', '1.82', '1.78']"
1445,O=C1O[C@@H](Nc2ncc3nnn(-c4ccccc4)c3n2)c2ccccc21,P53779_WT,P49841_WT,"['-2.57', '-0.12', '-0.04']"
1446,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4cccs4)cc3)c12,P53779_WT,P49841_WT,"['0.57', '-1.86', '1.86', '1.31', '1.71']"
1447,Cn1c(NC[C@H](O)c2ccccc2)nc(-c2ccncc2)cc1=O,P53779_WT,P49841_WT,"['-1.79', '-1.15', '0.22', '2.22', '2.08']"
1448,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(OCc4ccccc4)cc3)cc12,P53779_WT,P49841_WT,"['-2.99', '-0.33', '3.14', '2.65', '1.52', '3.14', '-3.14', '-2.15']"
1449,O=C(Nc1cncc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,P53779_WT,P49841_WT,"['0.05', '-0.65', '0.21', '0.86', '2.74', '-1.92', '-3.05', '1.36', '2.52', '0.50', '-0.58']"
1450,NC(=O)c1nc(-c2ccccc2O)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,P53779_WT,P49841_WT,"['0.03', '-2.54', '0.77', '-2.78', '-0.88', '2.28']"
1451,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@H]5CCCC[C@H]5N)c4)cnn3c2)cn1,P53779_WT,P49841_WT,"['3.14', '0.04', '0.39', '-2.93', '0.89']"
1452,CN(C)Cc1cncc(-c2ccc3[nH]nc(C(=O)NCC4CCOCC4)c3c2)c1,P53779_WT,P49841_WT,"['1.25', '0.95', '-2.19', '2.98', '2.81', '2.27', '-2.28']"
1453,COCc1ccc2c(C3=C(c4cn(C)c5ccc(F)cc45)C(=O)NC3=O)coc2c1,P53779_WT,P49841_WT,"['3.14', '-0.87', '0.79', '0.83']"
1454,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,P53779_WT,P49841_WT,"['-0.83', '-0.69', '-2.27', '0.89', '0.00', '1.09', '-0.95', '-1.52', '-1.20', '-1.13', '3.14', '0.14', '-1.55', '-2.81', '-3.14', '3.02', '-1.28', '-1.04']"
1455,Cc1cnc(CC(=O)Nc2cc([C@H]3CC[C@H](OC(=O)N[C@]4(C)CCOC4)C3)[nH]n2)o1,P53779_WT,P49841_WT,"['-1.36', '-2.09', '-3.14', '-0.51', '-0.50', '-1.50', '-0.68', '-3.14', '-0.33']"
1457,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCCc1ccc(c(N3CCCC3)n1)CCCCn1cc2c2ccccc21,P53779_WT,P49841_WT,['-0.42']
1458,O=C1NC(=NCc2ccccc2)SC1=Cc1ccc(Cl)c([N+](=O)[O-])c1,P53779_WT,P49841_WT,"['2.28', '-2.91', '2.24', '-0.02', '2.20', '1.98']"
1460,Cn1nc(C(N)=O)cc1-c1ccnc(NC(=O)C2CC2)c1,P53779_WT,P49841_WT,"['-0.02', '0.76', '-2.76', '-0.93', '0.94']"
1461,C[C@H]1CN(c2ncccn2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,P53779_WT,P49841_WT,"['0.37', '-1.92', '-0.05']"
1462,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(-c3ccccc3)cc12)C1CC1,P53779_WT,P49841_WT,"['0.21', '2.39', '2.73', '1.02', '-2.02']"
1463,O=C(O)CCc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,P53779_WT,P49841_WT,"['1.36', '3.06', '3.14', '0.61', '-3.14', '-3.04']"
1464,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccccc4)nc23)cc1,P53779_WT,P49841_WT,"['0.98', '0.95', '1.89', '-3.07', '-1.54', '0.05', '3.14', '3.14']"
1466,Cn1c(NCC(=O)c2cccc(F)c2)nc(-c2ccncc2)cc1=O,P53779_WT,P49841_WT,"['3.14', '-3.14', '0.00', '0.00', '-2.33']"
1467,COc1ccc(-c2coc3ccc(-c4nnc(SCc5ccc(OC)c(C(F)(F)F)c5)o4)cc23)cc1,P53779_WT,P49841_WT,"['0.08', '-2.31', '2.98', '-0.05', '-3.14', '1.53', '-0.27', '3.14']"
1468,Cc1cc(Nc2n[nH]c3ccc(F)cc23)nc(C2CCCCC2)n1,P53779_WT,P49841_WT,"['0.02', '-0.01', '1.02']"
1469,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3nc(-c4ccccc4)[nH]c23)cc1,P53779_WT,P49841_WT,"['-1.71', '-1.78', '0.54', '0.75', '2.68', '-0.68', '0.69', '0.15']"
1470,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(F)c(F)c3)n2)cc1,P53779_WT,P49841_WT,"['0.81', '-2.56', '-2.64', '2.74']"
1471,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1,P53779_WT,P49841_WT,"['-2.03', '2.41', '-2.36', '0.90']"
1472,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccc(F)cc3)nn2n1,P53779_WT,P49841_WT,"['2.00', '-2.40', '-0.67', '-2.88', '-0.84']"
1473,C#CCOc1ccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc2c1,P53779_WT,P49841_WT,"['-0.16', '-3.14', '-3.01', '0.83', '0.90']"
1474,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)cnc21,P53779_WT,P49841_WT,"['3.14', '1.35', '-1.74', '-0.80', '2.28']"
1475,COc1cccc(CN=Nc2ncnc3c2cnn3-c2cccc(OC)c2)c1,P53779_WT,P49841_WT,"['3.14', '-2.00', '3.14', '-2.69', '-2.94', '3.12', '-3.14']"
1476,COc1cccc(C=NNc2ncnc3c2cnn3-c2cccc(OC)c2)c1,P53779_WT,P49841_WT,"['0.82', '3.14', '-2.00', '-1.62', '-2.09', '-0.12', '0.32']"
1477,Cc1ccc(S(=O)(=O)Nc2ccc(CCNC(=O)c3ccc(O)c4[nH]c(-c5ccc(F)cc5)nc34)cc2)cc1,P53779_WT,P49841_WT,"['-1.57', '0.93', '-2.87', '1.43', '-2.58', '-1.36', '0.26', '-2.91', '0.22']"
1480,N#Cc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1,P53779_WT,P49841_WT,"['3.14', '3.14', '3.14', '-3.14']"
1481,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ncc(C(F)(F)F)cc1Cl,P53779_WT,P49841_WT,"['0.99', '-1.55', '-1.11', '-1.01', '1.09', '3.11']"
1482,O=C(O)c1ccc(Nc2ncc([N+](=O)[O-])c(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n2)cc1,P53779_WT,P49841_WT,"['0.03', '3.14', '0.01', '2.59', '3.14', '1.02']"
1483,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2cccc(F)c2)CC1,P53779_WT,P49841_WT,"['3.13', '3.14', '3.14', '-0.42', '2.58', '0.19', '-3.14', '2.36', '0.95', '-0.26', '-1.27']"
1484,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cncc(OC)c4)cc23)CC1,P53779_WT,P49841_WT,"['-0.11', '-2.46', '-1.79', '1.50', '0.41', '0.51', '0.15', '0.97', '0.32']"
1485,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Br)cc2)CC1,P53779_WT,P49841_WT,"['0.41', '-0.32', '-2.66', '-2.57', '-0.43', '0.68', '-0.42', '-3.14', '3.14', '-0.85', '-1.50']"
1486,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccc(Cl)c(C(=O)O)c1,P53779_WT,P49841_WT,"['-2.48', '3.14', '0.70', '-3.01', '2.37']"
1487,Cc1[nH]nc2c1[C@](C)(c1ccccc1)C1=C(CC(C)(C)CC1=O)N2,P53779_WT,P49841_WT,['-1.14']
1488,N#Cc1cccc(-c2nc3ncnc(Nc4ccccc4)c3[nH]2)c1,P53779_WT,P49841_WT,"['-2.26', '-3.03', '2.60', '-0.45']"
1489,Cc1ccc(S(=O)(=O)Nc2ccc(CCNC(=O)c3ccc(O)c4nc(-c5ccc(F)cc5)[nH]c34)cc2)cc1,P53779_WT,P49841_WT,"['-0.43', '0.72', '1.22', '-1.50', '-1.05', '-1.42', '-0.13', '0.01', '0.08']"
1490,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4cc(Cl)ccc24)CCCC3)nn1,P53779_WT,P49841_WT,"['0.03', '-3.02', '-2.99', '-3.14', '0.63', '-0.58', '1.74', '-1.73', '-2.38', '-1.84', '-1.82', '-1.14', '-0.97', '-1.00', '2.43', '1.09']"
1491,CN(C)S(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccc(F)cc4)nc23)cc1,P53779_WT,P49841_WT,"['-0.86', '1.06', '-1.18', '3.10', '1.43', '-3.14', '-0.61', '-2.74', '0.12']"
1492,O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(F)c4F)cc23)CC1,P53779_WT,P49841_WT,"['-1.27', '2.70', '-0.68', '2.34', '0.06', '-0.05', '2.32']"
1493,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)c(O)c3)ccc12,P53779_WT,P49841_WT,"['-3.14', '0.80', '-2.58', '2.37', '1.17']"
1494,Brc1cnn2c(NCc3cccnc3)cc(C3CCCCC3)nc12,P53779_WT,P49841_WT,"['-1.61', '2.65', '0.17', '-1.47']"
1495,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3Cl)cc12,P53779_WT,P49841_WT,"['1.33', '0.62', '-2.61', '2.36', '-1.80']"
1496,O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,P53779_WT,P49841_WT,"['1.70', '-1.30', '1.54', '3.14', '0.01', '-0.02']"
1497,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2Cl)CC1,P53779_WT,P49841_WT,"['2.90', '-2.47', '2.46', '0.94', '3.14', '-0.90', '2.56', '0.75', '2.32', '1.49', '2.74']"
1498,Cn1c(NCC(=O)c2ccccc2F)nc(-c2ccncc2)cc1=O,P53779_WT,P49841_WT,"['-3.14', '3.14', '0.03', '3.11', '0.71']"
1499,O=C1N=C(NCc2ccccc2)SC1=Cc1ccc(O)cc1,P53779_WT,P49841_WT,"['-0.28', '-3.04', '-1.31', '0.02', '1.88']"
1500,O=C1NC(=O)C(c2cn3c4c(cccc24)CNCC3)=C1c1ccc2c(c1)OCO2,P53779_WT,P49841_WT,"['-2.26', '-2.25']"
1501,O=C1NC(=O)C(c2cn3c4c(cccc24)CNCC3)=C1c1cccc2c1ccn2CCCO,P53779_WT,P49841_WT,"['2.30', '1.97', '-1.33', '-1.20', '-1.17']"
1502,CN(C)S(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3nc(-c4ccc(F)cc4)[nH]c23)cc1,P53779_WT,P49841_WT,"['-0.09', '2.61', '-1.35', '1.30', '0.93', '1.51', '-0.01', '0.31', '0.13']"
1503,O=C1NC(=Nc2ccccc2)SC1=Cc1ccc(O)cc1,P53779_WT,P49841_WT,"['-0.01', '-1.53', '0.04', '-1.11']"
1504,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1ccc2c(c1)C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,P53779_WT,P49841_WT,"['3.05', '2.74', '-2.02', '-0.21', '3.14', '0.09', '-3.14', '0.31', '3.14', '3.14', '1.03', '0.37', '-0.96', '2.48']"
1505,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(Cl)c(C(=O)O)c1,P53779_WT,P49841_WT,"['-0.78', '2.33', '-0.90', '-3.14', '0.25']"
1506,COCc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCOCC3)c2c1,P53779_WT,P49841_WT,"['1.60', '0.65', '-1.33', '-2.98', '-2.80', '-2.35', '0.18']"
1507,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,P53779_WT,P49841_WT,"['2.86', '1.23', '1.75', '-2.78']"
1508,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1C#N,P53779_WT,P49841_WT,"['-0.20', '1.61', '-3.14', '0.06', '3.10', '-3.14']"
1509,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,P53779_WT,P49841_WT,"['2.72', '-0.93', '1.52', '-3.14', '0.04', '0.00']"
1510,C[C@H]1CNCCN1c1nc(-c2ccncc2)cc(=O)n1C,P53779_WT,P49841_WT,"['-1.88', '-2.62']"
1512,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2ccccc2N1,P53779_WT,P49841_WT,['1.55']
1513,CC(C)n1cnc2c(=Nc3cccc(Cl)c3)nc(NCCO)[nH]c21,P53779_WT,P49841_WT,"['-2.16', '3.11', '-1.56', '-2.70', '-1.81', '1.69']"
1514,Cc1ccncc1NC(=O)c1ccnc2[nH]c(N3CC[C@@H](c4ccccc4)C3)nc12,P53779_WT,P49841_WT,"['-0.11', '0.07', '3.13', '-0.13', '1.60']"
1516,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCc1ccc(c(N3CCCC3)n1)CCCn1cc2c2ccccc21,P53779_WT,P49841_WT,['-1.95']
1517,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)cn1,P53779_WT,P49841_WT,"['3.14', '-0.32', '3.04', '0.06', '0.88']"
1518,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4Cl)nc23)cc1,P53779_WT,P49841_WT,"['-1.82', '0.45', '3.14', '-0.42', '2.66', '0.89', '-0.09', '-3.14', '-3.14']"
1519,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(-c2ccccc2Cl)c1,P53779_WT,P49841_WT,"['-0.01', '0.00', '-1.03']"
1520,CN1CCN(CCNC(=O)c2cc3c(NCCNc4ccc(C#N)cn4)nc(-c4ccc(Cl)cc4Cl)cn3n2)CC1,P53779_WT,P49841_WT,"['-0.34', '-3.14', '-1.53', '0.09', '-3.14', '1.71', '-2.73', '3.14', '3.14', '3.12', '-1.75', '-0.77']"
1521,COc1ccc(-c2cc3c(NC(=O)C4CCCC4)ncnc3o2)cc1,P53779_WT,P49841_WT,"['-3.14', '-0.01', '-0.03', '-0.12', '-1.22']"
1522,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4ccccc4)cc3)c12,P53779_WT,P49841_WT,"['0.55', '-1.96', '2.02', '-3.02', '1.68']"
1523,COc1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1C(N)=O,P53779_WT,P49841_WT,"['-0.11', '2.89', '-3.14', '0.64', '-0.85', '-0.05']"
1524,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(C2CCOCC2)n1,P53779_WT,P49841_WT,"['-0.02', '0.01', '-1.87']"
1525,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,P53779_WT,P49841_WT,"['0.60', '-2.94', '-2.13']"
1526,CO[C@H]1CC[C@@H](NC(=O)c2n[nH]cc2NC(=O)c2ccccc2Nc2cccc(C)c2C)CC1,P53779_WT,P49841_WT,"['-1.32', '2.32', '1.26', '0.48', '-0.37', '0.15', '0.93', '-0.25', '-0.48']"
1527,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3nc(-c4ccc(Cl)cc4Cl)[nH]c23)cc1,P53779_WT,P49841_WT,"['-0.91', '1.90', '1.72', '-1.86', '-0.54', '3.14', '0.19', '0.73', '0.30']"
1528,COc1cccc(Nc2nccc([C@@H]3C(c4ccccc4)=NN4C=CC=C[C@H]34)n2)c1,P53779_WT,P49841_WT,"['-0.02', '-0.01', '0.03', '0.83', '-0.03']"
1529,CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(NCCO)nc21,P53779_WT,P49841_WT,"['-1.09', '3.09', '3.07', '-0.08', '-1.84', '-0.29']"
1530,Cc1ccncc1NC(=O)c1ccnc2nc(N3CC[C@H](c4ccccc4)C3)[nH]c12,P53779_WT,P49841_WT,"['0.17', '-0.10', '0.33', '-2.86', '1.39']"
1531,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccnc4)cc23)CC1,P53779_WT,P49841_WT,"['-1.96', '3.14', '-2.02', '2.38', '-2.59', '0.75', '0.27', '-2.32']"
1532,O=C1NC(=O)C(c2ccn3ncccc23)=C1c1cn2c3c(cccc13)CNCC2,P53779_WT,P49841_WT,"['0.89', '0.87']"
1533,COc1ccc(CC(=O)Nc2cc([C@@H]3CC[C@@H](OC(=O)N[C@]4(C)CCOC4)C3)[nH]n2)cc1,P53779_WT,P49841_WT,"['3.07', '1.93', '1.72', '-3.14', '-0.01', '-1.82', '-2.64', '-0.05', '3.14', '-1.24']"
1534,O=C(O)COc1cccc(CCCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4)nc23)c1,P53779_WT,P49841_WT,"['-0.13', '3.10', '0.32', '-1.66', '-3.14', '-1.90', '1.07', '-1.18', '2.79', '-0.24']"
1535,COc1cccc(C2=C(c3cn(C)c4cc(F)ccc34)C(=O)NC2=O)c1,P53779_WT,P49841_WT,"['-3.03', '2.36', '-0.85']"
1536,COc1c(NCCNc2cccc3ccccc23)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,P53779_WT,P49841_WT,"['-1.43', '-2.95', '2.94', '-0.63', '3.12', '-0.79', '-2.79', '-0.97']"
1537,O=C(N[C@H]1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,P53779_WT,P49841_WT,"['0.87', '-2.70', '0.71', '-2.30']"
1538,CC(C)[C@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,P53779_WT,P49841_WT,"['2.97', '2.99', '-1.99', '-0.12', '-1.98', '-0.14', '-3.14']"
1539,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,P53779_WT,P49841_WT,"['0.45', '2.62', '0.40', '1.26']"
1540,CCN1CCOCCN(CC)CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1,P53779_WT,P49841_WT,"['-3.08', '-0.70']"
1541,NCCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2cccnc21,P53779_WT,P49841_WT,"['-1.03', '-1.17', '-1.36', '-0.74', '2.02']"
1542,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccc2ccccc12,P53779_WT,P49841_WT,"['-2.34', '-1.43', '-1.10', '-1.03', '1.32']"
1543,O=C(Nc1cncc(OCC2CCN(Cc3ccc(F)cc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,P53779_WT,P49841_WT,"['-0.30', '0.52', '0.43', '0.58', '-3.14', '0.60', '1.97', '1.57', '-2.49', '-1.02', '1.11']"
1544,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccs1,P53779_WT,P49841_WT,"['-2.29', '-1.44', '-1.16', '-0.97', '0.87']"
1545,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,P53779_WT,P49841_WT,"['-0.24', '0.02', '-2.75', '3.14', '-0.60', '0.80', '0.24', '2.15', '1.22', '-1.46', '-1.95', '1.25', '-1.98', '-3.11', '-2.93', '1.58', '-0.20']"
1546,O=C(O)COc1cccc(CCCNC(=O)c2ccc(O)c3nc(-c4ccc(Cl)cc4)[nH]c23)c1,P53779_WT,P49841_WT,"['3.14', '-3.14', '3.14', '0.64', '0.45', '2.90', '0.51', '-1.16', '-0.61', '-3.05']"
1547,COc1ccc(-c2ccnc3[nH]c(-c4ccc(C(=O)N5CCCCC5)cc4)nc23)cc1,P53779_WT,P49841_WT,"['-0.01', '-2.38', '-3.12', '-2.36', '0.11']"
1548,Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3ccccc3)nn2n1,P53779_WT,P49841_WT,"['2.07', '-2.56', '2.56', '2.34']"
1549,COc1cccc(-n2ncc3c(N=NCc4ccc(C(=O)O)cc4)ncnc32)c1,P53779_WT,P49841_WT,"['3.13', '-0.05', '-1.36', '3.01', '-1.49', '-1.37', '-3.14']"
1550,COc1ccc(CN=Nc2ncnc3c2cnn3-c2cccc(OC)c2)cc1,P53779_WT,P49841_WT,"['-3.13', '1.40', '1.43', '-2.99', '-1.77', '0.00', '-0.02']"
1551,c1cncc(-n2ncc3c(N=NCc4ccncc4)ncnc32)c1,P53779_WT,P49841_WT,"['3.14', '1.45', '-3.06', '1.60', '1.32']"
1552,COc1cccc(-n2ccc3c(N=NCc4ccncc4)ncnc32)c1,P53779_WT,P49841_WT,"['-0.27', '3.14', '0.02', '3.14', '3.14', '1.76']"
1553,COc1cccc(-n2nc(C(C)C)c3c(N=NCc4ccncc4)ncnc32)c1,P53779_WT,P49841_WT,"['3.13', '-0.02', '-2.13', '-2.09', '-3.05', '-1.39', '2.02']"
1554,COc1cccc(-n2ncc3c(NN=Cc4ccc(C(=O)O)cc4)ncnc32)c1,P53779_WT,P49841_WT,"['3.08', '3.14', '-0.04', '3.13', '-3.06', '-0.03', '-0.02']"
