idx,SMILES,target_id1,target_id2,geos
123,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](Cc2ccc(OC)cc2)CC3)n1,P53779_WT,P49841_WT,"['-1.06', '3.14', '-0.13', '0.72', '0.79', '3.05', '-1.42', '0.02']"
124,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](COCc2ccc(OC)cc2)CC3)n1,P53779_WT,P49841_WT,"['-0.34', '-2.82', '2.16', '0.61', '-2.27', '-1.37', '2.98', '1.74', '0.55', '-2.94']"
125,N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1nccs1,P53779_WT,P49841_WT,"['2.21', '0.48', '-0.26', '-0.07', '1.44', '0.10']"
126,CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C4CCCC4)c3n2)CC1,P53779_WT,P49841_WT,"['-0.46', '1.18', '-2.84', '-1.70', '-0.99', '-0.84', '0.80']"
127,O=C(Cc1cccc2cnccc12)Nc1scc(Cl)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['-2.04', '-0.03', '-1.98', '-0.03', '3.14']"
128,CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc([C@H](C#N)c4nc5ccccc5s4)n3)cc2)c1,P53779_WT,P49841_WT,"['2.98', '-2.07', '0.89', '3.14', '-3.13', '-2.88', '-0.27', '2.95', '3.14', '-2.71', '-0.05', '0.80', '-3.14', '-1.70']"
129,O=C(Cc1cccc2cnccc12)Nc1scc(Cl)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['2.48', '0.50', '1.87', '-0.72', '2.94']"
130,COC(Cn1c(SC=CC(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC2CC2)c1)OC,P53779_WT,P49841_WT,"['3.14', '-2.32', '-1.76', '1.63', '-2.96', '-3.10', '-3.11', '3.10', '-0.61', '2.21', '2.00', '-3.14']"
131,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,P53779_WT,P49841_WT,"['-1.66', '-2.30', '-0.23', '0.06', '0.96']"
132,N#Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['-1.90', '0.67', '-0.43', '0.51', '-1.88', '0.13']"
133,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)c(C)nc32)cs1,P53779_WT,P49841_WT,"['0.01', '-3.14', '-0.03', '-0.39', '-0.44']"
134,COc1ccc2c(c1)OC[C@H](C(=O)NC(=O)N(CC(=O)NCCCCCCNC(=O)c1ccc(-c3n[nH]c4ccccc34)cc1)CC(C)C)O2,P53779_WT,P49841_WT,"['0.49', '1.56', '2.49', '-1.13', '-2.44', '-3.14', '0.76', '0.96', '1.35', '1.24', '1.53', '-1.22', '-3.14', '3.14', '-3.14', '0.51', '1.05', '-3.14', '-0.65', '3.14']"
135,CC(C)N1CC[C@H](NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)C1,P53779_WT,P49841_WT,"['-2.77', '2.36', '-0.50', '2.51', '-0.06', '2.93', '0.31', '-2.78', '-0.33']"
136,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,P53779_WT,P49841_WT,"['0.15', '-0.94', '-0.52', '1.08', '-0.12', '-0.07', '2.44', '-1.09']"
137,OCCNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)n1,P53779_WT,P49841_WT,"['3.14', '1.26', '-3.14', '-2.38', '0.18', '-1.49', '0.61', '-2.59']"
138,COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)cc(OC)c1OC,P53779_WT,P49841_WT,"['-1.53', '-3.14', '-0.02', '2.43', '-2.88', '-0.21', '-0.58', '0.12', '-1.86']"
139,N#Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['2.63', '-0.45', '0.32', '1.41', '-1.71', '-0.08']"
140,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)CC1,P53779_WT,P49841_WT,"['1.42', '-0.04', '0.12', '0.62', '2.94']"
141,c1cnc(Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)c(-c2ccnc(N[C@@H]3CCCNC3)n2)c1,P53779_WT,P49841_WT,"['-0.25', '1.67', '-0.47', '2.57', '0.58', '-2.07', '-3.14']"
142,O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['-3.06', '-0.31', '1.38', '1.12', '0.39', '-3.01']"
143,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cccc(Cl)c2c1,P53779_WT,P49841_WT,"['2.05', '-2.57', '3.14', '-0.74']"
144,O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['3.14', '0.63', '1.98', '-2.28', '-0.38', '2.95']"
145,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['-2.51', '0.04', '-1.83', '0.04', '-3.14']"
146,CNC(=O)CN1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,P53779_WT,P49841_WT,"['0.38', '-1.22', '2.48', '1.40', '0.24', '0.94']"
147,O=C(NC1COC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,P53779_WT,P49841_WT,"['0.24', '0.29', '-1.79', '0.23', '0.44', '0.53']"
148,O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['2.93', '-0.34', '-1.81', '-2.42', '0.57', '3.14']"
149,O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['-2.85', '0.59', '1.75', '1.00', '-0.98', '-3.14']"
150,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['-2.51', '-0.12', '-1.93', '0.01', '-3.14']"
151,CO[C@H]1CC[C@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,P53779_WT,P49841_WT,"['-1.39', '-0.61', '3.14', '0.58', '-0.46', '2.66', '1.01']"
152,COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(Cl)cn2)cc1,P53779_WT,P49841_WT,"['-3.09', '1.99', '2.86', '0.77', '0.18', '-0.52']"
153,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1nccs1,P53779_WT,P49841_WT,"['2.44', '0.32', '1.97', '0.67', '-3.09']"
154,CC(C)NC(=O)N[C@H]1CC[C@@H](Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,P53779_WT,P49841_WT,"['-3.14', '-0.19', '2.98', '-3.03', '0.79', '-1.78', '1.67']"
155,O=C(NCCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,P53779_WT,P49841_WT,"['0.31', '0.58', '-1.76', '3.03', '2.35', '3.14', '-3.02', '-3.14', '-0.52']"
156,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCCC4)c3n2)CC1,P53779_WT,P49841_WT,"['-1.77', '-2.56', '-0.22', '-2.54', '2.66']"
157,O[C@H]1CC[C@H](c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1,P53779_WT,P49841_WT,"['-1.91', '0.59', '2.40', '-1.18']"
158,Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4cn[nH]c4C)ccn3)cc2)n1,P53779_WT,P49841_WT,"['0.03', '0.02', '0.81', '-1.11', '-0.99']"
159,O=c1n(C2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,P53779_WT,P49841_WT,"['1.43', '0.87', '-1.09', '0.38', '0.65']"
160,O[C@H]1CC[C@@H](c2[nH]ncc2-c2ccnc(NC3CCCC3)n2)CC1,P53779_WT,P49841_WT,"['-1.19', '2.15', '-0.86', '-1.07']"
161,CCC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)cc2)c1C,P53779_WT,P49841_WT,"['0.38', '-2.18', '-0.85', '3.14', '2.58', '-1.46', '3.14', '0.72', '2.01', '-0.65', '-0.09']"
162,COc1ccc(Oc2cc(Nc3cc(OC)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,P53779_WT,P49841_WT,"['0.15', '-1.95', '3.14', '-0.14', '-0.94', '0.01', '0.27', '0.38']"
163,O=C(O)C=CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,P53779_WT,P49841_WT,"['0.25', '3.14', '3.14', '-0.05', '-2.43', '1.19', '2.19', '-3.08']"
164,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](O)CC4)c3n2)cc1,P53779_WT,P49841_WT,"['0.01', '3.14', '0.00', '-0.03', '0.06', '-1.13']"
165,Fc1ccc(Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)cc1,P53779_WT,P49841_WT,"['0.06', '0.72', '-1.18', '-3.14', '2.40']"
166,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)c1ccco1,P53779_WT,P49841_WT,"['0.19', '0.25', '-0.34', '1.19', '2.65', '-2.02']"
167,O=C(Cc1cccc2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['2.56', '0.27', '1.82', '-0.44', '-3.14']"
168,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SC=CC(=O)O)n2CC2CC2)ccn1,P53779_WT,P49841_WT,"['-2.97', '-0.28', '-1.91', '0.78', '-0.40', '3.04', '3.14', '-0.10', '-0.92', '-2.80']"
169,O=C(Cc1cccc2ncccc12)Nc1scc(Cl)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['-2.47', '-0.30', '-1.75', '0.52', '-2.95']"
170,Cn1cc(-c2conc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cn1,P53779_WT,P49841_WT,"['0.63', '-1.99', '2.35', '-0.02', '-2.44']"
171,O=C(Cn1c(=O)ccc2ccc(OC(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['3.14', '-0.02', '-1.71', '0.14', '0.20', '0.22', '-3.11']"
172,O=C(Cn1c(=O)ccc2ccc(OC(F)(F)F)cc21)Nc1scc(Br)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['-3.13', '0.29', '1.83', '-0.07', '1.08', '-0.57', '-3.14']"
173,Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2C2CC2)cn1,P53779_WT,P49841_WT,"['-1.22', '0.04', '2.95', '3.07', '-0.20', '1.94']"
174,COCCC(=O)Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1,P53779_WT,P49841_WT,"['-2.52', '-1.06', '-1.93', '3.11', '0.01', '0.48', '-2.36', '0.20']"
175,Cc1ncn(-c2ccc(Nc3ncc4cccc(-c5nccs5)c4n3)cc2)n1,P53779_WT,P49841_WT,"['3.10', '-3.14', '2.88', '-0.96']"
176,Cc1cc(Nc2nc3ccccc3[nH]2)c2ccccc2c1Oc1ncccc1-c1ccnc(N[C@@H]2CCCNC2)n1,P53779_WT,P49841_WT,"['-1.11', '3.14', '1.67', '-0.18', '3.14', '-2.34', '-2.15']"
177,Cn1cc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cn1,P53779_WT,P49841_WT,"['0.92', '0.21', '-0.18', '-0.11', '-0.17']"
178,CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(OC)cc32)cs1,P53779_WT,P49841_WT,"['-0.19', '3.07', '2.95', '-0.62', '-0.21', '3.05']"
179,CN(C)CCNC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,P53779_WT,P49841_WT,"['-1.25', '1.58', '2.39', '-1.15', '-0.65', '-2.24', '2.65', '-0.37']"
180,CCN(CC)CCn1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,P53779_WT,P49841_WT,"['-1.00', '2.64', '0.32', '-2.89', '-3.14', '-2.82', '-0.40', '-0.93', '2.86', '2.15', '-1.24', '2.17', '-3.14']"
181,CN(C)CCNC(=O)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,P53779_WT,P49841_WT,"['-0.68', '-1.46', '-2.34', '0.99', '-2.29', '-2.30', '2.78', '-0.51']"
182,O=c1n(CC2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,P53779_WT,P49841_WT,"['-1.03', '2.96', '-2.36', '0.07', '1.55', '0.52']"
183,O=C(NCCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4F)ccc32)c1,P53779_WT,P49841_WT,"['0.43', '0.70', '-1.41', '3.05', '3.14', '1.29', '-2.73', '3.14', '0.76']"
184,CCC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)cc2)c1,P53779_WT,P49841_WT,"['0.53', '-2.86', '3.14', '-0.55', '3.14', '-0.29', '-2.55', '3.14', '-1.32', '-0.61', '-0.14']"
185,O=C(Nc1cnn(-c2cccc(C(=O)Nc3cnn(CCN4CCCC4)c3)c2)c1)Nc1ccccc1Cl,P53779_WT,P49841_WT,"['-0.25', '-0.08', '0.22', '-3.07', '0.25', '-3.11', '-0.30', '-1.63', '-2.54', '-0.78', '0.06']"
186,O=C(Nc1cnn(-c2cccc(C(=O)Nc3cnn(C4CCNCC4)c3)c2)c1)Nc1ccccc1Cl,P53779_WT,P49841_WT,"['-0.52', '-0.37', '0.50', '3.14', '0.84', '-3.14', '-1.40', '-2.21', '0.54']"
187,COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cc(OC)c1OC,P53779_WT,P49841_WT,"['1.64', '-0.38', '-0.07', '2.68', '0.03', '-2.50', '-0.40', '2.36', '0.22', '0.21', '0.35']"
188,COC(=O)N1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,P53779_WT,P49841_WT,"['0.78', '2.97', '0.27', '2.43', '1.61', '-2.38', '2.41']"
189,O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['1.99', '0.05', '1.98', '0.03', '3.12']"
190,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](C(N)=O)CC4)c3n2)cc1,P53779_WT,P49841_WT,"['2.82', '0.21', '-0.48', '-0.26', '0.34', '1.79', '-0.69']"
191,COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5)ccc43)c2)cc(OC)c1OC,P53779_WT,P49841_WT,"['1.80', '-2.66', '0.02', '3.14', '-3.14', '2.35', '-0.34', '-0.17', '1.54']"
192,O=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,P53779_WT,P49841_WT,"['-0.62', '1.22', '-3.04', '2.45']"
193,Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4cn[nH]c4)ccn3)cc2)n1,P53779_WT,P49841_WT,"['0.03', '0.08', '0.79', '-1.10', '2.54']"
194,O=C(Nc1cnn(-c2csc(C(=O)NCC3CCOCC3)c2)c1)Nc1ccccc1Cl,P53779_WT,P49841_WT,"['0.03', '0.05', '0.02', '-0.14', '-2.87', '-3.14', '1.91', '-0.91', '0.01']"
195,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N)cc3)c2)[nH]1,P53779_WT,P49841_WT,"['0.17', '-0.80', '-0.72', '2.28', '3.14']"
196,CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)cnc32)cs1,P53779_WT,P49841_WT,"['-0.12', '3.14', '0.14', '3.14', '0.63']"
197,O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['-3.14', '-0.20', '1.30', '-0.94', '3.11']"
198,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,P53779_WT,P49841_WT,"['2.87', '2.42', '0.21', '-0.36', '-1.71']"
199,CCC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c(C)c2)cc1,P53779_WT,P49841_WT,"['-0.80', '2.60', '2.75', '1.10', '3.14', '0.67', '2.43', '-0.67', '2.31', '-0.62', '-0.57']"
200,Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['-2.43', '-0.54', '0.85', '-1.57', '2.86']"
201,Cc1n[nH]c(-c2c(C)csc2NC(=O)CN2C(=O)CCc3ccccc32)n1,P53779_WT,P49841_WT,"['-2.94', '1.98', '0.69', '-0.70', '1.59']"
202,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SC=CC(=O)O)n2CC2CCCCC2)ccn1,P53779_WT,P49841_WT,"['-2.72', '-0.46', '2.22', '-0.70', '-0.18', '-2.80', '3.14', '3.14', '1.76', '-0.17']"
203,COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4)cn3)c2)cc(OC)c1OC,P53779_WT,P49841_WT,"['0.26', '-0.12', '0.02', '2.66', '0.02', '3.14', '0.02', '-3.12', '-3.14', '-1.24', '1.57']"
204,Cc1nnc(-c2c(C)csc2NC(=O)CN2C(=O)CCc3ccccc32)[nH]1,P53779_WT,P49841_WT,"['0.34', '2.20', '0.65', '-0.70', '1.55']"
205,Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['2.17', '0.87', '-0.84', '1.61', '-2.97']"
206,Fc1ccc(-c2conc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cc1,P53779_WT,P49841_WT,"['-2.30', '-3.07', '-2.13', '-1.53', '2.63']"
207,c1ccc(-c2noc(CN3CCCCC3)c2-c2ccnc(NC3CCCCC3)n2)cc1,P53779_WT,P49841_WT,"['2.37', '1.46', '1.23', '2.55', '2.52', '3.08']"
208,CC[C@H](C)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SC=CC(=O)O)n2CC(OC)OC)ccn1,P53779_WT,P49841_WT,"['-0.20', '-2.34', '-0.28', '-1.00', '2.62', '0.87', '-2.57', '3.04', '-0.19', '-1.23', '-1.20', '2.15', '2.86']"
209,CCC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)cc2)cc1,P53779_WT,P49841_WT,"['0.32', '-3.14', '-0.05', '2.41', '3.14', '0.00', '3.07', '-0.84', '-1.95', '0.85', '-0.05']"
210,CNc1onc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)c1-c1ccc(F)cc1,P53779_WT,P49841_WT,"['-3.02', '2.14', '-2.26', '-3.14', '-0.75', '-1.36']"
211,CC(C)(C)Oc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,P53779_WT,P49841_WT,"['2.77', '-1.61', '1.20', '-2.88', '-0.49', '-0.51', '0.44', '-0.20']"
212,CC(C)NC(=O)N1CCC(Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,P53779_WT,P49841_WT,"['-2.01', '-0.07', '0.53', '-1.35', '1.87', '-1.82']"
213,O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Br)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['2.47', '-0.32', '-1.56', '0.54', '3.14']"
214,O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Br)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['-2.43', '-0.15', '-2.02', '-0.04', '-3.14']"
215,O=C(Nc1cnn(-c2cccc(C(=O)N[C@@H]3CCNC3)c2)c1)Nc1ccccc1Cl,P53779_WT,P49841_WT,"['-0.19', '-0.21', '0.12', '-0.01', '-3.14', '-2.81', '-2.44', '0.14']"
216,O=c1n(Cc2ccncc2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,P53779_WT,P49841_WT,"['-1.54', '-1.65', '2.86', '1.96', '1.64', '2.51']"
217,COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1,P53779_WT,P49841_WT,"['-0.25', '-1.33', '1.79', '1.89', '2.17', '1.56']"
218,Clc1ccccc1Nc1ccc2c(-c3ccccc3)[nH]nc2c1,P53779_WT,P49841_WT,"['-0.30', '2.63', '-1.00']"
219,Cc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(C)n5)cc4)nc23)cn1,P53779_WT,P49841_WT,"['0.93', '0.01', '3.13', '3.14']"
220,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(NC(=O)c4cccc(N)c4)cc3)c2)n1C,P53779_WT,P49841_WT,"['0.23', '0.81', '1.25', '2.00', '0.08', '0.31', '-0.33', '-1.00']"
221,O=C(Cc1cccc2ncc(F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['1.65', '-0.42', '1.82', '0.66', '-3.01']"
222,Cc1ccc(-c2cccc3cnc(N[C@H]4CC[C@@H](C(=O)N5CCCC5)CC4)nc23)cn1,P53779_WT,P49841_WT,"['-1.22', '-2.15', '3.04', '-3.02', '1.24']"
223,Cc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cn1,P53779_WT,P49841_WT,"['-0.96', '-0.11', '0.09', '0.19', '0.06']"
224,COc1ccc(Oc2cc(Nc3ccc(Cl)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,P53779_WT,P49841_WT,"['-0.01', '-1.25', '2.91', '0.62', '0.44', '-0.51', '-2.74']"
225,COc1ccc(Oc2nccc([C@@H](C#N)c3nc4ccccc4s3)n2)cc1,P53779_WT,P49841_WT,"['0.06', '-2.07', '-2.81', '-1.15', '1.64', '-1.19']"
226,CNC(=O)c1cc(-n2ncc3cc(Oc4ccccc4Cl)ccc32)cs1,P53779_WT,P49841_WT,"['0.09', '-3.14', '-2.93', '0.80', '0.98']"
227,Clc1ccccc1Nc1ccc2c(-c3ccccc3)n[nH]c2c1,P53779_WT,P49841_WT,"['0.36', '-2.70', '0.73']"
228,O=C(Cc1cccc2ncc(F)cc12)Nc1scc(Br)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['-3.14', '-0.03', '1.30', '-1.13', '2.95']"
229,CNC(=O)CN1CCC[C@@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,P53779_WT,P49841_WT,"['0.71', '-1.50', '-2.61', '2.93', '-2.24', '0.82']"
230,N[C@H]1CC[C@@H](Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,P53779_WT,P49841_WT,"['-0.17', '-1.20', '-0.85', '0.65', '-2.36']"
231,CC(C)N1CC[C@H](NC(=O)c2cc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)cs2)C1,P53779_WT,P49841_WT,"['2.15', '0.72', '0.70', '-2.59', '2.88', '-0.48', '-0.44']"
232,CC(C)C(=O)N[C@H]1CC[C@@H](Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,P53779_WT,P49841_WT,"['0.32', '-3.08', '-3.06', '1.23', '-2.70', '1.93']"
233,Fc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3F)c2)ccn1,P53779_WT,P49841_WT,"['2.42', '0.00', '0.37', '-2.59', '2.06']"
234,CCNC(=O)N1CCC[C@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,P53779_WT,P49841_WT,"['-2.90', '1.98', '3.14', '-0.18', '-1.33', '-1.18']"
235,CO[C@H]1CC[C@@H](C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)CC1,P53779_WT,P49841_WT,"['3.14', '2.15', '2.96', '0.06', '-0.28', '2.51', '-1.92']"
236,CC(C)CCNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)n1,P53779_WT,P49841_WT,"['-1.20', '-3.13', '-2.94', '-1.44', '2.25', '-0.03', '-1.38', '0.49', '-2.50']"
237,Cc1onc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)c1-c1ccc(F)cc1,P53779_WT,P49841_WT,"['1.27', '2.36', '-1.78', '2.40', '1.02']"
238,Cc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)ccc1N1CCOCC1,P53779_WT,P49841_WT,"['3.14', '-0.26', '2.50', '-2.71', '2.32', '-0.03', '-1.71']"
239,CN(C)c1ccc(-c2cnc3[nH]cc(-c4cn[nH]c4)c3c2)cc1,P53779_WT,P49841_WT,"['0.00', '0.92', '-2.63']"
240,O=c1[nH]nc(-c2ccnc(N[C@@H]3CCCOC3)c2)n1-c1ccc2ccccc2c1,P53779_WT,P49841_WT,"['-1.25', '-2.18', '-2.12', '-0.50']"
241,O=C(O)c1ccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)cc1,P53779_WT,P49841_WT,"['-0.03', '1.02', '0.47', '0.37']"
242,O=C(O)c1ccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)cc1,P53779_WT,P49841_WT,"['0.01', '-2.38', '0.48', '0.30']"
243,O=C(Cc1cccc2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,P53779_WT,P49841_WT,"['1.84', '-0.28', '1.80', '0.42', '3.14']"
244,Cc1cnc(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)cn1,P53779_WT,P49841_WT,"['-2.79', '-2.74', '-0.73', '-0.68', '-3.08', '2.33']"
245,O=C(NCCCN1CCOCC1)c1ccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)cc1,P53779_WT,P49841_WT,"['-0.02', '-2.67', '-2.27', '-1.25', '1.07', '1.30', '-0.32', '0.12', '0.66']"
246,O=C(Nc1cnn(-c2csc(C(=O)NC3COC3)c2)c1)Nc1c(F)cccc1Cl,P53779_WT,P49841_WT,"['-0.39', '-0.37', '0.04', '0.20', '3.14', '-1.97', '-1.10', '-0.29']"
247,COC(Cn1c(SC=CC(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1)OC,P53779_WT,P49841_WT,"['-2.59', '-1.83', '-0.97', '1.73', '-3.11', '-3.13', '3.06', '-2.67', '-0.73', '1.86', '-3.14', '3.10']"
248,O=C(Cc1cccc2cnccc12)Nc1scc(Br)c1-c1nnc[nH]1,P53779_WT,P49841_WT,"['-2.47', '-0.51', '-1.85', '0.72', '-2.94']"
